0	10000
3529312	3579312
5000000	5118788
16279724	16329724
21153113	21178113
22100000	22300000
32400000	32500000
72300000	72600000
72700000	72900000
82400000	82600000
87000000	88100000
88900000	89830436
89900000	95326171
95400000	95800000
96000000	96100000
97200000	97600000
99900000	100000000
103200000	103300000
106400000	106500000
107800000	107900000
108700000	108800000
109400000	109600000
109800000	110251337
110300000	111100000
111800000	112100000
112200000	112300000
112800000	112900000
113900000	114100000
130500000	130600000
130900000	131200000
131700000	131800000
144700000	144800000
149400000	149500000
149690582	149790582
162800000	162900000
162900000	163000000
200000000	200100000
201500000	201700000
203000000	203100000
210400000	210500000
234003741	234053741
239801978	239831978
240784132	240809132
242200000	242300000
243102476	243152476
243189373	243199373
