0	60000
17500000	17600000
19100000	19300000
44500000	44700000
47800000	47900000
48800000	49100000
49200000	49300000
50300000	50400000
51400000	51500000
51500000	51700000
52300000	52400000
58800000	59100000
66100000	66300000
68000000	68100000
71600000	71700000
76300000	76500000
79300000	79400000
90300000	90400000
90500000	95000000
95100000	95300000
98500000	98600000
103500000	103600000
121800000	121900000
137000000	137100000
137300000	137400000
139400000	139500000
164000000	164100000
169500000	169600000
181600000	181900000
183300000	183400000
194041961	194047251
197962430	198022430
