0	100000
232484	282484
400000	600000
5900000	6000000
35100000	35200000
50370631	50410631
55700000	55800000
56400000	56500000
56900000	57200000
58000000	61054331
61100000	61200000
61310513	61360513
61460465	61510465
61677020	61727020
61917157	61967157
62400000	62700000
62800000	62900000
64200000	64300000
64600000	64800000
71700000	71800000
71900000	72400000
73700000	75000000
76000000	76200000
76500000	76600000
98900000	99000000
99700000	99800000
99900000	100000000
100556043	100606043
101900000	102200000
102600000	102700000
110800000	110900000
117100000	117200000
130154523	130254523
139379377	139404377
142048195	142098195
142276197	142326197
142400000	142700000
143000000	143200000
143347897	143397897
143500000	143700000
153900000	154000000
154270634	154370634
158600000	158700000
159128663	159138663
