0	700000
1300000	1400000
2600000	2700000
3845268	3995268
10000000	10100000
12900000	13102998
13200000	13607162
16900000	17000000
17125658	17175658
23900000	24000000
24100000	24200000
25400000	25600000
27100000	27200000
27700000	27800000
28700000	28800000
29878082	30028082
32200000	32300000
32500000	32600000
36200000	36300000
51600000	51700000
51900000	52000000
83400000	83600000
92400000	92500000
92600000	92700000
97900000	98000000
103600000	104100000
108600000	108800000
109400000	109500000
113200000	113300000
114700000	114800000
115700000	115900000
116900000	117000000
120400000	120800000
120900000	143644525
143700000	144145783
144224481	144274481
144400000	144900000
145833118	145883118
146000000	146100000
146164650	146214650
146253299	147300000
147600000	148200000
148361358	148511358
148684147	148734147
148954460	149004460
149459645	149509645
150300000	150400000
153700000	153900000
191200000	191300000
197900000	198000000
204200000	204300000
204500000	204600000
205922707	206072707
206332221	206482221
213700000	213800000
222200000	222300000
223747846	223797846
235192211	235242211
241200000	241400000
248908210	249058210
249240621	249250621
